
Generated at: 2025/09/02 22:22:18
mirDIP version: 5.3.0.2.
Database version: 5.2.3.1



Gene Symbol     - 
Micro RNA       - hsa-miR-126-5p
Minimum Score   - Medium


Results (4872) 
Gene Symbol	Uniprot	Pseudogene	MicroRNA	Integrated Score	Number of Sources	Score Class	Sources
IL1R1	P14778		hsa-miR-126-5p	0.143157981032086	5	Medium	DIANA|MirAncesTar|miranda_May_2021|MiRNATIP|mirzag
VSTM4	Q8IW00		hsa-miR-126-5p	0.14313470651332	6	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|mirzag|RNA22
MAF	O75444		hsa-miR-126-5p	0.143008247608228	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP
GSTCD	Q8NEC7		hsa-miR-126-5p	0.142835236564301	6	Medium	DIANA|MBStar|MirAncesTar|MiRNATIP|mirzag|PITA_May_2021
GCNT3	O95395		hsa-miR-126-5p	0.14271702375604	4	Medium	DIANA|MirAncesTar|miranda_May_2021|mirzag
CEP20	Q96NB1		hsa-miR-126-5p	0.142706268179232	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|mirzag
SLC38A6	Q8IZM9		hsa-miR-126-5p	0.142695910403858	3	Medium	DIANA|MirAncesTar|miranda_May_2021
POU1F1	P28069		hsa-miR-126-5p	0.142680102250227	4	Medium	MBStar|MirAncesTar|miranda_May_2021|mirbase
IGF1	P05019		hsa-miR-126-5p	0.142673545295653	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP
TMPRSS11BNL		Yes	hsa-miR-126-5p	0.142588263300654	2	Medium	MirSNPInTarget|mirzag
SAMD9	Q5K651		hsa-miR-126-5p	0.142559969609501	4	Medium	DIANA|MBStar|MirAncesTar|mirzag
CCDC30	Q5VVM6		hsa-miR-126-5p	0.14249686517399	3	Medium	MirAncesTar|miranda_May_2021|mirbase
NUP58	Q9BVL2		hsa-miR-126-5p	0.142494496098331	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP
SP100	P23497		hsa-miR-126-5p	0.142488182322995	4	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021
GRM1	Q13255		hsa-miR-126-5p	0.142440171772701	4	Medium	DIANA|MirAncesTar|miranda_May_2021|mirzag
PRR27	Q6MZM9		hsa-miR-126-5p	0.142438139339786	4	Medium	DIANA|MBStar|MirAncesTar|mirzag
RWDD1	Q9H446		hsa-miR-126-5p	0.142437672142195	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP
MRPL35	Q9NZE8		hsa-miR-126-5p	0.142429758570687	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|mirzag
BEND2	Q8NDZ0		hsa-miR-126-5p	0.142374128954135	4	Medium	DIANA|MBStar|MirAncesTar|mirzag
PDIK1L	Q8N165		hsa-miR-126-5p	0.142371432290134	5	Medium	MBStar|MirAncesTar|miranda_May_2021|MiRNATIP|mirzag
FBXL3	Q9UKT7		hsa-miR-126-5p	0.142316959339274	4	Medium	MBStar|MirAncesTar|miranda_May_2021|MirSNPInTarget
CDC42	P60953		hsa-miR-126-5p	0.142233091545926	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|RNA22
EIF3E	P60228		hsa-miR-126-5p	0.142166710755046	4	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021
SERHL2	Q9H4I8		hsa-miR-126-5p	0.142131825480101	4	Medium	DIANA|MirAncesTar|miranda_May_2021|MirSNPInTarget
ATM	Q13315		hsa-miR-126-5p	0.142131563438671	6	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP|RNA22
SMARCE1	Q969G3		hsa-miR-126-5p	0.14205512460652	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP
ZNF800	Q2TB10		hsa-miR-126-5p	0.142045202969129	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP
RETREG2	Q8NC44		hsa-miR-126-5p	0.142014189651637	4	Medium	MBStar|MirAncesTar|miranda_May_2021|MirSNPInTarget
COL4A3	Q01955		hsa-miR-126-5p	0.141978778022557	6	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|mirzag|RNA22
SLC13A1	Q9BZW2		hsa-miR-126-5p	0.141930318319565	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|mirzag
ZFP62	Q8NB50		hsa-miR-126-5p	0.141914457973786	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|mirzag
CIB1	Q99828		hsa-miR-126-5p	0.141893963993384	4	Medium	MBStar|MirAncesTar|miranda_May_2021|mirbase
GPSM2	P81274		hsa-miR-126-5p	0.141787011719926	5	Medium	bitargeting_May_2021|DIANA|MBStar|MirAncesTar|miranda_May_2021
GOLIM4	O00461		hsa-miR-126-5p	0.141781724069462	4	Medium	DIANA|MBStar|miranda_May_2021|MiRNATIP
CACYBP	Q9HB71		hsa-miR-126-5p	0.141778452441502	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|mirzag
MBTPS2	O43462		hsa-miR-126-5p	0.141763255815893	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|mirzag
SLC16A10	Q8TF71		hsa-miR-126-5p	0.141701723196014	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP
PALLD	Q8WX93		hsa-miR-126-5p	0.141694906222539	4	Medium	DIANA|MBStar|MirAncesTar|mirzag
SLC6A5	Q9Y345		hsa-miR-126-5p	0.141682018378652	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP
SBNO1	A3KN83		hsa-miR-126-5p	0.141619624129951	5	Medium	MBStar|MirAncesTar|miranda_May_2021|MiRNATIP|MirSNPInTarget
LPGAT1	Q92604		hsa-miR-126-5p	0.141593891138796	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP
ZDHHC9	Q9Y397		hsa-miR-126-5p	0.141556240047206	4	Medium	MBStar|MirAncesTar|miranda_May_2021|mirbase
PRELP	P51888		hsa-miR-126-5p	0.141537017829246	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|mirzag
CREG1	O75629		hsa-miR-126-5p	0.141510569129089	4	Medium	DIANA|MBStar|MirAncesTar|MirSNPInTarget
ADAMDEC1	O15204		hsa-miR-126-5p	0.141491962613692	4	Medium	DIANA|MBStar|MirAncesTar|mirzag
SCO1	O75880		hsa-miR-126-5p	0.14139260964786	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP
NR3C2	P08235		hsa-miR-126-5p	0.141382958588303	6	Medium	DIANA|MBStar|MirAncesTar|MiRNATIP|mirzag|RNA22
CYP4F3	Q08477		hsa-miR-126-5p	0.141366157242652	4	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021
ALS2	Q96Q42		hsa-miR-126-5p	0.141363916648656	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|mirzag
PTPRG	P23470		hsa-miR-126-5p	0.141326261931769	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP
MT1G	P13640		hsa-miR-126-5p	0.141320300873386	4	Medium	MBStar|MirAncesTar|miranda_May_2021|mirbase
ACKR2	O00590		hsa-miR-126-5p	0.141286990148255	3	Medium	DIANA|miranda_May_2021|MirTar2
CCDC38	Q502W7		hsa-miR-126-5p	0.141286616046595	3	Medium	DIANA|miranda_May_2021|mirbase
SCN2A	Q99250		hsa-miR-126-5p	0.141190068086219	4	Medium	MBStar|MirAncesTar|miranda_May_2021|MiRNATIP
ENPP4	Q9Y6X5		hsa-miR-126-5p	0.141136717163842	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP
CUL4B	Q13620		hsa-miR-126-5p	0.141133274768192	3	Medium	MBStar|MirAncesTar|miranda_May_2021
TREML1	Q86YW5		hsa-miR-126-5p	0.141046832891109	4	Medium	DIANA|MirAncesTar|miranda_May_2021|mirbase
GPATCH2	Q9NW75		hsa-miR-126-5p	0.141032604566328	4	Medium	DIANA|MBStar|MirAncesTar|MiRNATIP
POLR1F	Q3B726		hsa-miR-126-5p	0.14102827804489	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP
IPP	Q9Y573		hsa-miR-126-5p	0.140987352505012	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|mirzag
POTEE	Q6S8J3		hsa-miR-126-5p	0.140982251519725	4	Medium	bitargeting_May_2021|miranda_May_2021|mirbase|RNA22
PTPN9	P43378		hsa-miR-126-5p	0.140949972730001	4	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021
CXCL8	P10145		hsa-miR-126-5p	0.140939976027344	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP
MTMR7	Q9Y216		hsa-miR-126-5p	0.140913538345575	4	Medium	MBStar|MirAncesTar|miranda_May_2021|MirSNPInTarget
NT5DC4	Q86YG4		hsa-miR-126-5p	0.140816717662395	3	Medium	DIANA|miranda_May_2021|mirbase
ADGRF1	Q5T601		hsa-miR-126-5p	0.140757025301434	3	Medium	DIANA|MBStar|miranda_May_2021
SLC22A3	O75751		hsa-miR-126-5p	0.140741615155143	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP
NFATC3	Q12968		hsa-miR-126-5p	0.140686873104042	5	Medium	bitargeting_May_2021|DIANA|MBStar|MirAncesTar|miranda_May_2021
LGI2	Q8N0V4		hsa-miR-126-5p	0.140667951285545	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP
ALG9	Q9H6U8		hsa-miR-126-5p	0.140657067833806	4	Medium	MBStar|MirAncesTar|miranda_May_2021|MiRNATIP
SLC16A12	Q6ZSM3		hsa-miR-126-5p	0.140653521818333	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|mirzag
COQ10B	Q9H8M1		hsa-miR-126-5p	0.140650377521508	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|mirzag
CPSF2	Q9P2I0		hsa-miR-126-5p	0.140631642834648	5	Medium	DIANA|MirAncesTar|miranda_May_2021|MiRNATIP|mirzag
CEP57	Q86XR8		hsa-miR-126-5p	0.140631169269046	4	Medium	MBStar|MirAncesTar|miranda_May_2021|mirzag
MAP1B	P46821		hsa-miR-126-5p	0.140588639209007	6	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP|RNA22
GID4	Q8IVV7		hsa-miR-126-5p	0.140564884536115	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|mirzag
PRKD1	Q15139		hsa-miR-126-5p	0.14054700681808	4	Medium	DIANA|MBStar|MirAncesTar|miRDB_v6
TAX1BP1	Q86VP1		hsa-miR-126-5p	0.140467135430723	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP
FAM114A2	Q9NRY5		hsa-miR-126-5p	0.140411511619477	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|mirzag
COG3	Q96JB2		hsa-miR-126-5p	0.140372726687692	5	Medium	bitargeting_May_2021|DIANA|MBStar|MirAncesTar|miranda_May_2021
SYNCRIP	O60506		hsa-miR-126-5p	0.140364648840028	6	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP|RNA22
ECHDC2	Q86YB7		hsa-miR-126-5p	0.140285184461108	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|mirbase
RIOK2	Q9BVS4		hsa-miR-126-5p	0.140205166032638	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|mirzag
ATP11B	Q9Y2G3		hsa-miR-126-5p	0.14015574884177	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP
MATR3	P43243		hsa-miR-126-5p	0.140133622571096	4	Medium	DIANA|MBStar|MirAncesTar|mirzag
DCUN1D4	Q92564		hsa-miR-126-5p	0.140119923188049	6	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP|RNA22
SLC25A40	Q8TBP6		hsa-miR-126-5p	0.14011777815535	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP
MRPL47	Q9HD33		hsa-miR-126-5p	0.14011184459542	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|mirzag
ELAC1	Q9H777		hsa-miR-126-5p	0.140082404942675	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|mirzag
SRSF1	Q07955		hsa-miR-126-5p	0.140061581063825	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP
NRAP	Q86VF7		hsa-miR-126-5p	0.140029548376132	4	Medium	MBStar|MirAncesTar|miranda_May_2021|miRDB_v6
BHLHE22	Q8NFJ8		hsa-miR-126-5p	0.139929677646499	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|mirzag
MYOZ2	Q9NPC6		hsa-miR-126-5p	0.139918166623413	4	Medium	MBStar|MirAncesTar|miranda_May_2021|mirzag
XIAP	P98170		hsa-miR-126-5p	0.13989780316447	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP
PROX1	Q92786		hsa-miR-126-5p	0.139897113869842	4	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021
ITGA8	P53708		hsa-miR-126-5p	0.139838512964703	4	Medium	DIANA|MirAncesTar|miranda_May_2021|MiRNATIP
RNF170	Q96K19		hsa-miR-126-5p	0.139775029903344	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|mirbase
SLC6A6	P31641		hsa-miR-126-5p	0.139749468321474	5	Medium	bitargeting_May_2021|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP
SMU1	Q2TAY7		hsa-miR-126-5p	0.139746598604375	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|RNA22
AXL	P30530		hsa-miR-126-5p	0.139645771022146	4	Medium	DIANA|MirAncesTar|miranda_May_2021|mirzag
LMBR1	Q8WVP7		hsa-miR-126-5p	0.139546556443986	4	Medium	DIANA|MirAncesTar|miranda_May_2021|mirzag
ZNF761	Q86XN6		hsa-miR-126-5p	0.139533308582376	3	Medium	MBStar|MirAncesTar|miranda_May_2021
TAF1	P21675		hsa-miR-126-5p	0.139403593169199	4	Medium	MBStar|MirAncesTar|miranda_May_2021|RNA22
GCSAML	Q5JQS6		hsa-miR-126-5p	0.139154265513386	4	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021
SRGAP3	O43295		hsa-miR-126-5p	0.139147541919563	3	Medium	MBStar|MirAncesTar|mirzag
DIP2A	Q14689		hsa-miR-126-5p	0.139094045075672	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|mirzag
NFASC	O94856		hsa-miR-126-5p	0.139074834794531	4	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021
REL	Q04864		hsa-miR-126-5p	0.139016189903266	3	Medium	MirAncesTar|miranda_May_2021|MiRNATIP
SCRG1	O75711		hsa-miR-126-5p	0.139011804449849	4	Medium	MBStar|MirAncesTar|miranda_May_2021|mirbase
KRTAP19-3	Q7Z4W3		hsa-miR-126-5p	0.138905494488455	4	Medium	DIANA|MirAncesTar|miranda_May_2021|mirzag
TMPRSS15	P98073		hsa-miR-126-5p	0.138806241641339	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|mirzag
COG8	Q96MW5		hsa-miR-126-5p	0.138778510989377	5	Medium	DIANA|MirAncesTar|miranda_May_2021|MiRNATIP|mirzag
NBEAL1	Q6ZS30		hsa-miR-126-5p	0.138687381035531	4	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021
GOLGA7B	Q2TAP0		hsa-miR-126-5p	0.138595781342937	3	Medium	MirAncesTar|miranda_May_2021|miRDB_v6
PLEKHA8	Q96JA3		hsa-miR-126-5p	0.138541287695198	6	Medium	MBStar|MirAncesTar|miranda_May_2021|MiRNATIP|mirzag|RNA22
OPRM1	P35372		hsa-miR-126-5p	0.138454024696572	4	Medium	MBStar|MirAncesTar|miranda_May_2021|RNA22
FMO5	P49326		hsa-miR-126-5p	0.138433788459022	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|mirzag
RAB2A	P61019		hsa-miR-126-5p	0.138432333640887	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP
DLGAP2	Q9P1A6		hsa-miR-126-5p	0.138407040748392	4	Medium	MBStar|MirAncesTar|miranda_May_2021|MirSNPInTarget
PHYHIPL	Q96FC7		hsa-miR-126-5p	0.138385629926492	4	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021
SOX12	O15370		hsa-miR-126-5p	0.13833510011801	4	Medium	DIANA|MirAncesTar|miranda_May_2021|MirSNPInTarget
PHF3	Q92576		hsa-miR-126-5p	0.138268689512388	4	Medium	DIANA|MirAncesTar|miranda_May_2021|MiRNATIP
SH3BP5	O60239		hsa-miR-126-5p	0.138239635559383	3	Medium	MBStar|MirAncesTar|miranda_May_2021
MRPS25	P82663		hsa-miR-126-5p	0.138239286826596	4	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021
MCPH1	Q8NEM0		hsa-miR-126-5p	0.138230202472834	5	Medium	MBStar|MirAncesTar|miranda_May_2021|MiRNATIP|mirzag
KCNJ3	P48549		hsa-miR-126-5p	0.138196502043085	4	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021
VEZF1	Q14119		hsa-miR-126-5p	0.138158739783495	5	Medium	DIANA|MBStar|MirAncesTar|MiRNATIP|mirzag
ETFBKMT	Q8IXQ9		hsa-miR-126-5p	0.138104323867024	4	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021
IL6R	P08887		hsa-miR-126-5p	0.138069862446518	4	Medium	DIANA|MBStar|MirAncesTar|mirzag
PRDM10	Q9NQV6		hsa-miR-126-5p	0.138062760797899	3	Medium	MBStar|MirAncesTar|miranda_May_2021
PAIP1	Q9H074		hsa-miR-126-5p	0.138056168509597	4	Medium	MBStar|MirAncesTar|mirbase|mirzag
SORT1	Q99523		hsa-miR-126-5p	0.138040735137719	5	Medium	bitargeting_May_2021|DIANA|MBStar|MirAncesTar|miranda_May_2021
CALHM4	Q5JW98		hsa-miR-126-5p	0.137959347062909	4	Medium	MBStar|MirAncesTar|miranda_May_2021|mirbase
CARD8	Q9Y2G2		hsa-miR-126-5p	0.137942020045619	4	Medium	MBStar|MirAncesTar|miranda_May_2021|MirSNPInTarget
NUTM2D	Q5VT03		hsa-miR-126-5p	0.137907829861073	3	Medium	DIANA|miranda_May_2021|mirzag
SLC1A2	P43004		hsa-miR-126-5p	0.137874856747507	4	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021
SNED1	Q8TER0		hsa-miR-126-5p	0.137867401861603	4	Medium	DIANA|MirAncesTar|miranda_May_2021|MirSNPInTarget
ATXN1	P54253		hsa-miR-126-5p	0.137854729147258	5	Medium	MBStar|MirAncesTar|miranda_May_2021|mirbase|MiRNATIP
NT5C3A	Q9H0P0		hsa-miR-126-5p	0.13779766583097	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|mirzag
TMEM196	Q5HYL7		hsa-miR-126-5p	0.137751859988548	4	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021
XPOT	O43592		hsa-miR-126-5p	0.137741962655376	5	Medium	bitargeting_May_2021|DIANA|MirAncesTar|miranda_May_2021|RNA22
RFFL	Q8WZ73		hsa-miR-126-5p	0.137660186382658	5	Medium	MBStar|MirAncesTar|miranda_May_2021|MiRNATIP|mirzag
BTN3A3	O00478		hsa-miR-126-5p	0.137646526189923	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP
PCYT1B	Q9Y5K3		hsa-miR-126-5p	0.137603784286276	5	Medium	bitargeting_May_2021|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP
TTC37	Q6PGP7		hsa-miR-126-5p	0.137575030577905	4	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021
ZNF548	Q8NEK5		hsa-miR-126-5p	0.137546642850071	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|mirzag
MAN1C1	Q9NR34		hsa-miR-126-5p	0.137521302942115	4	Medium	MBStar|MirAncesTar|miranda_May_2021|mirzag
ANKRD49	Q8WVL7		hsa-miR-126-5p	0.137516563179699	4	Medium	DIANA|MBStar|MirAncesTar|MirSNPInTarget
PNRC2	Q9NPJ4		hsa-miR-126-5p	0.137513769585348	4	Medium	DIANA|MBStar|miranda_May_2021|mirzag
LRP12	Q9Y561		hsa-miR-126-5p	0.137396241687303	5	Medium	DIANA|MBStar|MirAncesTar|MiRNATIP|mirzag
RNF32	Q9H0A6		hsa-miR-126-5p	0.137389039910732	4	Medium	MBStar|MirAncesTar|miranda_May_2021|mirzag
CD163	Q86VB7		hsa-miR-126-5p	0.137354599074775	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|mirzag
IGF2BP1	Q9NZI8		hsa-miR-126-5p	0.137300249730857	6	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP|RNA22
H2BC12	O60814		hsa-miR-126-5p	0.137281593439206	4	Medium	DIANA|MBStar|MirAncesTar|mirzag
CCDC198	Q9NVL8		hsa-miR-126-5p	0.137267285293393	4	Medium	DIANA|MBStar|MirAncesTar|MirSNPInTarget
OPHN1	O60890		hsa-miR-126-5p	0.137204050894782	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|mirzag
COPA	P53621		hsa-miR-126-5p	0.137166628028705	4	Medium	MBStar|MirAncesTar|miranda_May_2021|miRDB_v6
SMIM15	Q7Z3B0		hsa-miR-126-5p	0.137152213354051	5	Medium	DIANA|MBStar|MirAncesTar|MiRNATIP|mirzag
RPSA	P08865		hsa-miR-126-5p	0.137059188949638	3	Medium	MirAncesTar|miranda_May_2021|MirTar2
RNFT1	Q5M7Z0		hsa-miR-126-5p	0.137038583869105	4	Medium	MBStar|MirAncesTar|miranda_May_2021|mirbase
NRP2	O60462		hsa-miR-126-5p	0.136991211393787	5	Medium	MBStar|MirAncesTar|miranda_May_2021|MiRNATIP|mirzag
COX15	Q7KZN9		hsa-miR-126-5p	0.136969041520028	3	Medium	MBStar|MirAncesTar|mirzag
ZC3H14	Q6PJT7		hsa-miR-126-5p	0.136881963564292	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP
TAGAP	Q8N103		hsa-miR-126-5p	0.136859615547559	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|mirzag
ETS2	P15036		hsa-miR-126-5p	0.13682615644243	4	Medium	DIANA|MBStar|MirAncesTar|miRDB_v6
NAMPT	P43490		hsa-miR-126-5p	0.136788554771062	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP
ENTPD4	Q9Y227		hsa-miR-126-5p	0.136778512009185	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP
LUZP2	Q86TE4		hsa-miR-126-5p	0.136773395186264	3	Medium	DIANA|MBStar|MirAncesTar
SPIN4	Q56A73		hsa-miR-126-5p	0.136744576717353	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP
GABRB3	P28472		hsa-miR-126-5p	0.136730228419831	3	Medium	MBStar|MirAncesTar|miranda_May_2021
TXNDC16	Q9P2K2		hsa-miR-126-5p	0.136513984353807	5	Medium	DIANA|MBStar|MirAncesTar|MiRNATIP|mirzag
MUC15	Q8N387		hsa-miR-126-5p	0.136457364891579	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|mirzag
BCO2	Q9BYV7		hsa-miR-126-5p	0.136454805536013	4	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021
YARS2	Q9Y2Z4		hsa-miR-126-5p	0.136408514247059	4	Medium	DIANA|MirAncesTar|miranda_May_2021|mirzag
APOLD1	Q96LR9		hsa-miR-126-5p	0.136353208094133	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP
CDC73	Q6P1J9		hsa-miR-126-5p	0.136311063480322	5	Medium	DIANA|MBStar|MirAncesTar|MiRNATIP|mirzag
ADAM7	Q9H2U9		hsa-miR-126-5p	0.136298954326188	4	Medium	MBStar|MirAncesTar|miranda_May_2021|mirbase
CTTNBP2	Q8WZ74		hsa-miR-126-5p	0.136288566129769	4	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021
UBASH3B	Q8TF42		hsa-miR-126-5p	0.136285197865371	5	Medium	DIANA|MBStar|MirAncesTar|MiRNATIP|mirzag
XKR4	Q5GH76		hsa-miR-126-5p	0.136250608650172	6	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP|RNA22
SYBU	Q9NX95		hsa-miR-126-5p	0.136210248584508	4	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021
BEX5	Q5H9J7		hsa-miR-126-5p	0.136195414320849	3	Medium	MBStar|miranda_May_2021|mirbase
CDV3	Q9UKY7		hsa-miR-126-5p	0.136146608503857	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|mirzag
CARMIL1	Q5VZK9		hsa-miR-126-5p	0.136118429556379	4	Medium	DIANA|MirAncesTar|miranda_May_2021|mirzag
ST3GAL6	Q9Y274		hsa-miR-126-5p	0.136111297212788	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP
ZNF229	Q9UJW7		hsa-miR-126-5p	0.136075444374769	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|mirzag
ENTPD1	P49961		hsa-miR-126-5p	0.135965619977726	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP
KCTD20	Q7Z5Y7		hsa-miR-126-5p	0.135916425654757	3	Medium	MBStar|MirAncesTar|MiRNATIP
FAM149B1	Q96BN6		hsa-miR-126-5p	0.135898114753387	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|mirzag
ERP44	Q9BS26		hsa-miR-126-5p	0.135865071019338	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|mirzag
MRPS30	Q9NP92		hsa-miR-126-5p	0.135862226423832	4	Medium	DIANA|MBStar|MirAncesTar|mirbase
ISCA1	Q9BUE6		hsa-miR-126-5p	0.135797321025451	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|mirzag
PER3	P56645		hsa-miR-126-5p	0.135788096878149	4	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021
AR	P10275		hsa-miR-126-5p	0.135772462934466	6	Medium	bitargeting_May_2021|DIANA|MBStar|MirAncesTar|miranda_May_2021|RNA22
C20orf203	Q8NBC4		hsa-miR-126-5p	0.135735028075556	3	Medium	MBStar|MirAncesTar|miranda_May_2021
CRTAP	O75718		hsa-miR-126-5p	0.135668354834125	4	Medium	MBStar|MirAncesTar|miranda_May_2021|RNA22
JCAD	Q9P266		hsa-miR-126-5p	0.13563319033278	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP
HSPB11	Q9Y547		hsa-miR-126-5p	0.135624675370099	4	Medium	DIANA|MirAncesTar|miranda_May_2021|mirbase
TPD52L2	O43399		hsa-miR-126-5p	0.135558334254093	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP
IGF1R	P08069		hsa-miR-126-5p	0.135545367888313	4	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021
TRUB1	Q8WWH5		hsa-miR-126-5p	0.135485310652882	5	Medium	DIANA|MBStar|MirAncesTar|miranda_May_2021|mirzag
MAGEE2	Q8TD90		hsa-miR-126-5p	0.135482572298362	4	Medium	DIANA|MBStar|MirAncesTar|mirbase
